OBJECTID,scientific,family,date,OBJECTID_1,gno,Shape_Length,Shape_Area,geometry
1972,Dicaeum cruentatum,Dicaeidae,2024-2-9,454973,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
1973,Sitta frontalis,Sittidae,2024-1-30,454974,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
1974,Motacilla cinerea,Motacillidae,2024-1-30,454975,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
1975,Calidris temminckii,Scolopacidae,2024-2-7,454976,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1976,Pluvialis squatarola,Charadriidae,2024-2-7,454977,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1977,Ardea intermedia,Ardeidae,2024-2-7,454978,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1978,Pterorhinus perspicillatus,Leiothrichidae,2024-2-9,454979,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
1979,Turdus cardis,Turdidae,2024-2-8,454980,1102,0.03749085802512503,8.773061627631881e-05,"[[[114.310285368, 22.454405386, 0], [114.310276727, 22.445374961, 0], [114.31999141, 22.445366638, 0], [114.32000068, 22.45439706, 0], [114.310285368, 22.454405386, 0]]]"
1980,Acridotheres cristatellus,Sturnidae,2024-1-22,454981,531,0.03750087684434185,8.777581262088076e-05,"[[[114.203430516, 22.526701597, 0], [114.203428788, 22.517671229, 0], [114.213148543, 22.517669331, 0], [114.213150902, 22.526699698, 0], [114.203430516, 22.526701597, 0]]]"
1981,Spilopelia chinensis,Columbidae,2024-1-19,454982,675,0.037498371170626654,8.776450949355911e-05,"[[[114.242303548, 22.508629743, 0], [114.242299298, 22.49959936, 0], [114.252017784, 22.499595119, 0], [114.252022665, 22.5086255, 0], [114.242303548, 22.508629743, 0]]]"
1982,Phylloscopus plumbeitarsus,Phylloscopidae,2024-1-19,454983,675,0.037498371170626654,8.776450949355911e-05,"[[[114.242303548, 22.508629743, 0], [114.242299298, 22.49959936, 0], [114.252017784, 22.499595119, 0], [114.252022665, 22.5086255, 0], [114.242303548, 22.508629743, 0]]]"
1983,Cyanoderma ruficeps,Timaliidae,2024-1-19,454984,675,0.037498371170626654,8.776450949355911e-05,"[[[114.242303548, 22.508629743, 0], [114.242299298, 22.49959936, 0], [114.252017784, 22.499595119, 0], [114.252022665, 22.5086255, 0], [114.242303548, 22.508629743, 0]]]"
1984,Copsychus saularis,Muscicapidae,2024-1-19,454985,674,0.03749837810055877,8.776454201000428e-05,"[[[114.232584429, 22.5086334, 0], [114.23258081, 22.499603015, 0], [114.242299298, 22.49959936, 0], [114.242303548, 22.508629743, 0], [114.232584429, 22.5086334, 0]]]"
1985,Cyanoderma ruficeps,Timaliidae,2024-1-22,454986,601,0.03749963484335571,8.777021164865606e-05,"[[[114.203428788, 22.517671229, 0], [114.203427061, 22.508640851, 0], [114.213146185, 22.508638954, 0], [114.213148543, 22.517669331, 0], [114.203428788, 22.517671229, 0]]]"
1986,Spilopelia chinensis,Columbidae,2024-1-22,454987,531,0.03750087684434185,8.777581262088076e-05,"[[[114.203430516, 22.526701597, 0], [114.203428788, 22.517671229, 0], [114.213148543, 22.517669331, 0], [114.213150902, 22.526699698, 0], [114.203430516, 22.526701597, 0]]]"
1987,Cyanoderma ruficeps,Timaliidae,2024-1-30,454988,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
1988,Cyanoderma ruficeps,Timaliidae,2024-1-30,454989,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
1989,Mareca falcata,Anatidae,2024-1-14,454990,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1990,Mareca falcata,Anatidae,2024-1-14,454991,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1991,Tringa totanus,Scolopacidae,2024-1-14,454992,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1992,Cacatua sulphurea,Cacatuidae,2024-2-9,454993,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
1993,Tringa totanus,Scolopacidae,2024-2-7,454994,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1994,Mareca falcata,Anatidae,2024-2-7,454995,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1995,Mareca falcata,Anatidae,2024-2-7,454996,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1996,Phalacrocorax carbo,Phalacrocoracidae,2024-2-7,454997,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1997,Phalacrocorax carbo,Phalacrocoracidae,2024-1-14,454998,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1998,Platalea leucorodia,Threskiornithidae,2024-1-14,454999,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
1999,Phalacrocorax carbo,Phalacrocoracidae,2024-1-14,455000,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2000,Phalacrocorax carbo,Phalacrocoracidae,2024-1-14,455001,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2001,Phalacrocorax carbo,Phalacrocoracidae,2024-2-7,455002,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2002,Phalacrocorax carbo,Phalacrocoracidae,2024-1-9,455003,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2003,Cyanoderma ruficeps,Timaliidae,2024-2-8,455004,1102,0.03749085802512503,8.773061627631881e-05,"[[[114.310285368, 22.454405386, 0], [114.310276727, 22.445374961, 0], [114.31999141, 22.445366638, 0], [114.32000068, 22.45439706, 0], [114.310285368, 22.454405386, 0]]]"
2004,Platalea leucorodia,Threskiornithidae,2024-1-9,455005,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2005,Copsychus saularis,Muscicapidae,2024-2-9,455006,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
2006,Spilopelia chinensis,Columbidae,2024-2-9,455007,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
2007,Cyanoderma ruficeps,Timaliidae,2024-2-8,455008,1102,0.03749085802512503,8.773061627631881e-05,"[[[114.310285368, 22.454405386, 0], [114.310276727, 22.445374961, 0], [114.31999141, 22.445366638, 0], [114.32000068, 22.45439706, 0], [114.310285368, 22.454405386, 0]]]"
2008,Cyanoderma ruficeps,Timaliidae,2024-2-8,455009,1103,0.03749084535351326,8.773055699110111e-05,"[[[114.32000068, 22.45439706, 0], [114.31999141, 22.445366638, 0], [114.329706089, 22.445357731, 0], [114.329715988, 22.454388149, 0], [114.32000068, 22.45439706, 0]]]"
2009,Chloropsis lazulina,Chloropseidae,2024-1-26,455010,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2010,Spilopelia chinensis,Columbidae,2024-1-26,455011,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2011,Cyanoderma ruficeps,Timaliidae,2024-1-26,455012,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2012,Spilopelia chinensis,Columbidae,2024-1-26,455013,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2013,Accipiter trivirgatus,Accipitridae,2024-1-26,455014,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2014,Platalea leucorodia,Threskiornithidae,2024-1-7,455015,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2015,Phalacrocorax carbo,Phalacrocoracidae,2024-1-4,455016,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2016,Platalea leucorodia,Threskiornithidae,2024-1-2,455017,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2017,Mareca falcata,Anatidae,2024-1-2,455018,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2018,Mareca falcata,Anatidae,2024-1-2,455019,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2019,Cyanoderma ruficeps,Timaliidae,2024-1-26,455020,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2020,Psilopogon virens,Megalaimidae,2024-1-24,455021,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
2021,Phylloscopus proregulus,Phylloscopidae,2024-2-8,455022,1102,0.03749085802512503,8.773061627631881e-05,"[[[114.310285368, 22.454405386, 0], [114.310276727, 22.445374961, 0], [114.31999141, 22.445366638, 0], [114.32000068, 22.45439706, 0], [114.310285368, 22.454405386, 0]]]"
2022,Pluvialis squatarola,Charadriidae,2024-1-9,455023,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2023,Aethopyga christinae,Nectariniidae,2024-2-8,455024,1102,0.03749085802512503,8.773061627631881e-05,"[[[114.310285368, 22.454405386, 0], [114.310276727, 22.445374961, 0], [114.31999141, 22.445366638, 0], [114.32000068, 22.45439706, 0], [114.310285368, 22.454405386, 0]]]"
2024,Turdus cardis,Turdidae,2024-2-9,455025,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
2025,Phylloscopus proregulus,Phylloscopidae,2024-2-9,455026,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
2026,Aethopyga christinae,Nectariniidae,2024-2-8,455027,1103,0.03749084535351326,8.773055699110111e-05,"[[[114.32000068, 22.45439706, 0], [114.31999141, 22.445366638, 0], [114.329706089, 22.445357731, 0], [114.329715988, 22.454388149, 0], [114.32000068, 22.45439706, 0]]]"
2027,Motacilla cinerea,Motacillidae,2024-1-26,455028,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2028,Dicaeum cruentatum,Dicaeidae,2024-1-26,455029,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2029,Phylloscopus proregulus,Phylloscopidae,2024-1-26,455030,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2030,Lonchura punctulata,Estrildidae,2024-1-26,455031,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2031,Dicrurus leucophaeus,Dicruridae,2024-1-26,455032,1359,0.03748597205783911,8.77085918977753e-05,"[[[114.086855928, 22.418313649, 0], [114.086861744, 22.409283171, 0], [114.096573934, 22.409288285, 0], [114.096568745, 22.418318766, 0], [114.086855928, 22.418313649, 0]]]"
2032,Spilornis cheela,Accipitridae,2024-1-26,455033,1359,0.03748597205783911,8.77085918977753e-05,"[[[114.086855928, 22.418313649, 0], [114.086861744, 22.409283171, 0], [114.096573934, 22.409288285, 0], [114.096568745, 22.418318766, 0], [114.086855928, 22.418313649, 0]]]"
2033,Sitta frontalis,Sittidae,2024-1-26,455034,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2034,Turdus cardis,Turdidae,2024-1-26,455035,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2035,Sitta frontalis,Sittidae,2024-1-26,455036,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2036,Dicaeum cruentatum,Dicaeidae,2024-1-26,455037,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2037,Phylloscopus proregulus,Phylloscopidae,2024-1-1,455038,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2038,Aethopyga christinae,Nectariniidae,2024-1-1,455039,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2039,Phylloscopus proregulus,Phylloscopidae,2024-1-24,455040,1504,0.0374835321246262,8.76975933873613e-05,"[[[114.135425389, 22.400272411, 0], [114.135428064, 22.391241904, 0], [114.145139008, 22.391244099, 0], [114.145136961, 22.400274607, 0], [114.135425389, 22.400272411, 0]]]"
2040,Sitta frontalis,Sittidae,2024-1-24,455041,1504,0.0374835321246262,8.76975933873613e-05,"[[[114.135425389, 22.400272411, 0], [114.135428064, 22.391241904, 0], [114.145139008, 22.391244099, 0], [114.145136961, 22.400274607, 0], [114.135425389, 22.400272411, 0]]]"
2041,Platalea minor,Threskiornithidae,2024-2-2,455042,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2042,Platalea minor,Threskiornithidae,2024-2-2,455043,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2043,Platalea minor,Threskiornithidae,2024-2-2,455044,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2044,Platalea minor,Threskiornithidae,2024-2-2,455045,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2045,Pycnonotus jocosus,Pycnonotidae,2024-1-22,455046,531,0.03750087684434185,8.777581262088076e-05,"[[[114.203430516, 22.526701597, 0], [114.203428788, 22.517671229, 0], [114.213148543, 22.517669331, 0], [114.213150902, 22.526699698, 0], [114.203430516, 22.526701597, 0]]]"
2046,Tachybaptus ruficollis,Podicipedidae,2024-1-22,455047,531,0.03750087684434185,8.777581262088076e-05,"[[[114.203430516, 22.526701597, 0], [114.203428788, 22.517671229, 0], [114.213148543, 22.517669331, 0], [114.213150902, 22.526699698, 0], [114.203430516, 22.526701597, 0]]]"
2047,Pycnonotus jocosus,Pycnonotidae,2024-1-19,455048,675,0.037498371170626654,8.776450949355911e-05,"[[[114.242303548, 22.508629743, 0], [114.242299298, 22.49959936, 0], [114.252017784, 22.499595119, 0], [114.252022665, 22.5086255, 0], [114.242303548, 22.508629743, 0]]]"
2048,Turdus mandarinus,Turdidae,2024-1-22,455049,531,0.03750087684434185,8.777581262088076e-05,"[[[114.203430516, 22.526701597, 0], [114.203428788, 22.517671229, 0], [114.213148543, 22.517669331, 0], [114.213150902, 22.526699698, 0], [114.203430516, 22.526701597, 0]]]"
2049,Pycnonotus jocosus,Pycnonotidae,2024-1-22,455050,601,0.03749963484335571,8.777021164865606e-05,"[[[114.203428788, 22.517671229, 0], [114.203427061, 22.508640851, 0], [114.213146185, 22.508638954, 0], [114.213148543, 22.517669331, 0], [114.203428788, 22.517671229, 0]]]"
2050,Ceryle rudis,Alcedinidae,2024-1-22,455051,531,0.03750087684434185,8.777581262088076e-05,"[[[114.203430516, 22.526701597, 0], [114.203428788, 22.517671229, 0], [114.213148543, 22.517669331, 0], [114.213150902, 22.526699698, 0], [114.203430516, 22.526701597, 0]]]"
2051,Platalea minor,Threskiornithidae,2024-2-2,455052,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2052,Platalea minor,Threskiornithidae,2024-2-2,455053,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2053,Platalea minor,Threskiornithidae,2024-2-2,455054,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2054,Pycnonotus jocosus,Pycnonotidae,2024-1-30,455055,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
2055,Pycnonotus jocosus,Pycnonotidae,2024-1-30,455056,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
2056,Ceryle rudis,Alcedinidae,2024-1-14,455057,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
2057,Dendrocitta formosae,Corvidae,2024-1-30,455058,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
2058,Chalcophaps indica,Columbidae,2024-2-9,455059,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
2059,Pycnonotus jocosus,Pycnonotidae,2024-1-30,455060,1583,0.037482293163212686,8.769200508776788e-05,"[[[114.222826579, 22.391240665, 0], [114.22282361, 22.382210148, 0], [114.232533926, 22.382207097, 0], [114.232537522, 22.391237612, 0], [114.222826579, 22.391240665, 0]]]"
2060,Himantopus himantopus,Recurvirostridae,2024-1-14,455061,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2061,Himantopus himantopus,Recurvirostridae,2024-2-7,455062,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2062,Spatula clypeata,Anatidae,2024-2-7,455063,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2063,Mareca penelope,Anatidae,2024-2-7,455064,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2064,Platalea minor,Threskiornithidae,2024-2-7,455065,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2065,Tachybaptus ruficollis,Podicipedidae,2024-2-7,455066,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2066,Spatula clypeata,Anatidae,2024-1-14,455067,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
